"Date","TP_Testing_Party","Type","Yield_in_Kilotons","Latitude_in_degrees","Longitude_in_degrees","Name_of_explosion"
"19881209","US","SHFT","l20","","","KAWICH A"
"19881209","KA","A-WH","","","369 NTS0",""
"19881209","US","SS1","l20","","","KAWICH A"
"19881209","KA","A-BL","","","384 NTS0",""
"19881209","US","SS1","l20","","","KAWICH A"
"19881210","US","TUNN","l150","","","y ECHO"
"19881217","CP","UNDG","","49.850N","078.930E",""
"19881228","CP","UNDG","","50.000N","079.000E",""
"19890122","CP","UNDG","","49.900N","078.830E",""
"19890210","US","SHFT","20-150","","","TEXARKAN"
"19890212","CP","UNDG","","49.900N","078.750E",""
"19890217","CP","UNDG","","49.770N","078.070E",""
"19890224","KA","-RED","","","370 NTS0",""
"19890224","US","SS1","l20","","","KAWICH-R"
"19890224","KA","-BLAC","","","431 NTS0",""
"19890224","US","SS1","l20","","","KAWICH-B"
"19890309","US","SHFT","20-150","","","INGOT"
"19890511","FR","SH?","","21.700S","139.100W",""
"19890515","PA","DE-1","","","345 NTS0",""
"19890515","US","SS1","l20","","","PALISADE"
"19890515","PA","DE-2","","","392 NTS0",""
"19890515","US","SS1","l20","","","PALISADE"
"19890515","PA","DE-3","","","404 NTS0",""
"19890515","US","SS1","l20","","","PALISADE"
"19890520","FR","","0-10","","",""
"19890526","US","SHFT","l20","","","TULIA"
"19890603","FR","SH?","","21.800S","139.100W",""
"19890610","FR","SH?","","22.260S","138.720W",""
"19890622","US","SHFT","20-150","","","CONTACT"
"19890627","US","SHFT","20-150","","","AMARILLO"
"19890708","CP","UNDG","","49.860N","078.810E",""
"19890902","CP","UNDG","","50.030N","079.020E",""
"19890914","US","TUNN","l20","","","DISKOELM"
"19891004","CP","UNDG","","49.830N","078.090E",""
"19891019","CP","UNDG","","49.900N","078.970E",""
"19891024","FR","SH?","","21.850S","139.010W",""
"19891031","US","SHFT","20-150","","","HORNITOS"
"19891031","FR","SH?","","21.760S","138.980W",""
"19891115","US","SHFT","l20","","","MULESHOE"
"19891120","FR","SH?","","21.790S","130.000W",""
"19891127","FR","SH?","","22.370S","138.960W",""
"19891208","GB","SHFT","20-150","","","BARNWELL"
"19891220","WH","ACE-B","","","183 NTS0",""
"19891220","US","SS1","l20","","","WHITEFAC"
"19891220","WH","ACE-A","","","197 NTS0",""
"19891220","US","SS1","l20","","","WHITEFAC"
"19900310","US","SHFT","20-150","","","METROPOL"
"19900406","US","SHFT","l20","","","BOWIE"
"19900526","PC","SHFT","15-65","41.567N","088.683E",""
"19900602","FR","SH?","30","21.820S","138.940W",""
"19900607","FR","SH?","3","","",""
"19900613","US","SHFT","20-150","","","BULLION"
"19900621","US","SHFT","l20","","","AUSTIN"
"19900626","FR","SH?","100","22.200S","138.830W",""
"19900704","FR","SH?","18","21.800S","139.100W",""
"19900725","MI","L QUA","","","389 NTS1",""
"19900725","US","TUN1","l20","","","MINERALQ"
"19900725","RA","URG","","","389 NTS1",""
"19900725","US","TUN1","l20","","","RANDSBUR"
"19900816","PC","SHFT","50-200","41.567N","081.567E",""
"19900920","SU","N-B","","","256 NTS0",""
"19900920","US","SS1","l20","","","SUNDOWN-"
"19900920","SU","N-A","","","270 NTS0",""
"19900920","US","SS1","l20","","","SUNDOWN-"
"19900927","US","SHFT","l20","","","LEDOUX"
"19901012","US","SHFT","20-150","","","TENABO"
"19901024","CP","UNDG","","73.360N","054.670E",""
"19901114","GB","SHFT","20-150","","","HOUSTON"
"19901114","FR","SH?","117","22.200S","138.840W",""
"19901121","FR","SH?","36","21.900S","138.980W",""
"19910308","CO","RONZE","","","333 NTS0",""
"19910308","US","SS1","l20","","","COSO-BRO"
"19910308","CO","RAY","","","442 NTS0",""
"19910308","US","SS1","l20","","","COSO-GRA"
"19910308","CO","ILVER","","","475 NTS0",""
"19910308","US","SS1","l20","","","COSO-SIL"
"19910404","US","SHFT","20-150","","","BEXAR"
"19910416","US","SHFT","20-150","","","MONTELO"
"19910507","FR","SH?","1","","",""
"19910518","FR","SH?","16","21.832S","139.014W",""
"19910529","FR","SH?","107","22.256S","138.794W",""
"19910614","FR","SH?","28","21.944S","138.988W",""
"19910705","FR","SH?","0.3","","",""
"19910715","FR","SH?","34","21.877S","138.963W",""
"19910815","US","SHFT","l20","","","FLOYDADA"
"19910914","US","SHFT","20-150","","","HOYA"
"19910919","US","TUNN","l20","","","DISTANTZ"
"19911018","US","SHFT","20-150","","","LUBBOCK"
"19911126","GB","SHFT","l20","","","BRISTOL"
"19920326","US","SHFT","20-150","","","JUNCTION"
"19920430","US","TUNN","l20","","","dFORTUNE"
"19920521","PC","UNDG","0-1800","41.583N","088.880E",""
"19920619","US","SHFT","l20","","","VICTORIA"
"19920623","GA","-YELL","","","290 NTS0",""
"19920623","US","SS1","l20","","","GALENA-Y"
"19920623","GA","-ORAN","","","380 NTS0",""
"19920623","US","SS1","l20","","","GALENA-O"
"19920623","GA","-GREE","","","400 NTS0",""
"19920623","US","SS1","l20","","","GALENA-G"
"19920918","US","TUNN","l20","37.207N","116.210W","HUNTERST"
"19920923","US","SHFT","l20","","","DIVIDER"
"19920925","PC","UNDG","1-2","","",""
"19931005","PC","UNDG","","41.7N","088.6E",""
"19940610","PC","UNDG","","41.64N","088.86E",""
"19941007","PC","","","41.55N","089.07E",""
"19950515","PC","UNDG","","41.630N","088.870E",""
"19950817","PC","UNDG","","41.600N","088.860W",""
"19950905","FR","UNDG","","21.850S","138.940W",""
"19951001","FR","UNDG","","22.250S","138.760W",""
"19951027","FR","UNDG","60","21.820S","139.050W",""
"19951121","FR","UNDG","","21.900S","138.960W",""
"19951227","FR","UNDG","","21.800S","139.090W",""
"19960127","FR","UNDG","","22.270S","138.780W",""
"19960608","PC","UNDG","","41.65N","88.76E",""
"19960729","PC","UNDG","","41.69N","88.35E",""
"19980511","IN","UNDG","43","27.072N","71.761E","SHAKTI1"
"19980511","IN","UNDG","12","27.072N","71.761E","SHAKTI2"
"19980511","IN","UNDG","0.2","27.072N","71.761E","SHATKI3"
"19980513","IN","UNDG","0.5","27.1N","71.7E","SHAKTI4"
"19980513","IN","UNDG","0.3","27.1N","71.7E","SHATLI5"
"19980528","PK","UNDG","?","28.903N","64.893E",""
"19980528","PK","UNDG","?","28.903N","64.893E",""
"19980530","PK","UNDG","?","28.513N","63.865E",""
